Invoice_Id,Branch,City,Category,Unit_Price,Quantity,Date,Time,Payment_Method,Rating,Profit_Margin
4954,XF069,Rockwall,Fashion accessories,$23,3,31-12-2023,15:54:00,Credit card,8,0.33
4955,XF095,Big Spring,Home and lifestyle,$66,3,31-08-2020,19:03:00,Credit card,8,0.33
4956,XF088,Cleburne,Fashion accessories,$63,2,15-10-2021,18:48:00,Credit card,5,0.33
4957,XF036,Allen,Home and lifestyle,$27,2,18-12-2022,15:34:00,Credit card,9,0.48
4958,XF057,Euless,Fashion accessories,$36,2,20-11-2020,20:25:00,Credit card,7,0.33
4959,XF090,Brownwood,Home and lifestyle,$53,1,25-12-2023,18:12:00,Credit card,6,0.33
4960,XF015,Grand Prairie,Fashion accessories,$65,1,19-12-2023,19:40:00,Credit card,5,0.48
4961,XF071,Lufkin,Home and lifestyle,$38,2,14-08-2023,16:23:00,Credit card,4,0.33
4962,XF016,Brownsville,Fashion accessories,$75,1,15-09-2021,18:30:00,Credit card,7,0.48
4963,XF051,New Braunfels,Home and lifestyle,$57,2,06-10-2023,18:49:00,Credit card,8,0.48
4964,XF040,Edinburg,Fashion accessories,$20,1,12-09-2020,20:19:00,Credit card,8,0.48
4965,XF091,Little Elm,Home and lifestyle,$62,3,13-09-2021,19:20:00,Credit card,4,0.33
4966,XF093,Angleton,Fashion accessories,$26,1,03-09-2020,17:20:00,Credit card,5,0.33
4967,XF044,Pharr,Home and lifestyle,$67,1,06-08-2023,19:29:00,Credit card,8,0.48
4968,XF064,Bedford,Fashion accessories,$81,2,30-09-2020,16:47:00,Credit card,9,0.33
4969,XF024,Carrollton,Home and lifestyle,$36,3,07-10-2023,15:29:00,Credit card,6,0.48
4970,XF070,Hurst,Fashion accessories,$70,3,07-08-2020,20:11:00,Credit card,7,0.33
4971,XF057,Euless,Home and lifestyle,$42,2,07-11-2020,17:47:00,Credit card,9,0.33
4972,XF068,Burleson,Fashion accessories,$46,1,26-11-2021,18:05:00,Credit card,8,0.33
4973,XF061,Cedar Park,Home and lifestyle,$76,2,21-12-2020,18:56:00,Credit card,7,0.33
4974,XF078,Del Rio,Fashion accessories,$35,3,29-10-2020,15:23:00,Credit card,4,0.33
4975,XF049,North Richland Hills,Home and lifestyle,$83,2,02-09-2023,16:42:00,Credit card,4,0.48
4976,XF020,Killeen,Fashion accessories,$55,2,01-10-2021,15:48:00,Credit card,4,0.48
4977,XF090,Brownwood,Home and lifestyle,$41,3,01-12-2021,15:57:00,Credit card,7,0.33
4978,XF078,Del Rio,Fashion accessories,$72,1,20-08-2022,18:46:00,Credit card,9,0.33
4979,XF028,Odessa,Home and lifestyle,$65,2,13-08-2021,20:12:00,Credit card,5,0.48
4980,XF058,Port Arthur,Fashion accessories,$35,1,20-09-2020,18:10:00,Credit card,5,0.33
4981,XF017,McKinney,Home and lifestyle,$58,3,06-11-2021,15:05:00,Credit card,8,0.48
4982,XF001,Houston,Fashion accessories,$67,1,24-12-2023,20:40:00,Credit card,8,0.36
4983,XF037,League City,Home and lifestyle,$56,1,28-09-2023,16:59:00,Credit card,9,0.48
4984,XF017,McKinney,Fashion accessories,$67,3,30-11-2023,20:21:00,Credit card,4,0.48
4985,XF024,Carrollton,Home and lifestyle,$79,1,22-09-2021,17:21:00,Credit card,6,0.48
4986,XF083,Farmers Branch,Fashion accessories,$43,3,05-10-2020,19:05:00,Credit card,8,0.33
4987,XF052,Mansfield,Home and lifestyle,$61,1,31-10-2023,15:17:00,Credit card,8,0.57
4988,XF059,Pflugerville,Fashion accessories,$57,3,25-09-2022,18:15:00,Credit card,9,0.33
4989,XF098,Mineral Wells,Home and lifestyle,$82,2,27-12-2023,18:35:00,Credit card,9,0.18
4990,XF060,DeSoto,Fashion accessories,$62,1,20-11-2023,15:59:00,Credit card,5,0.33
4991,XF015,Grand Prairie,Home and lifestyle,$63,2,29-11-2023,16:49:00,Credit card,9,0.48
4992,XF059,Pflugerville,Fashion accessories,$64,3,01-10-2021,16:05:00,Credit card,8,0.33
4993,XF017,McKinney,Home and lifestyle,$43,1,20-08-2020,17:51:00,Credit card,6,0.48
4994,XF043,Baytown,Fashion accessories,$70,3,01-12-2020,17:11:00,Credit card,6,0.48
4995,XF009,Plano,Home and lifestyle,$39,3,21-11-2023,19:11:00,Credit card,6,0.48
4996,XF001,Houston,Fashion accessories,$70,3,01-10-2021,17:57:00,Credit card,8,0.36
4997,XF060,DeSoto,Home and lifestyle,$19,3,15-09-2021,17:59:00,Credit card,8,0.33
4998,XF083,Farmers Branch,Fashion accessories,$67,2,17-09-2020,20:35:00,Credit card,5,0.33
4999,XF023,Midland,Home and lifestyle,$65,2,08-12-2023,20:48:00,Credit card,6,0.48
5000,XF052,Mansfield,Fashion accessories,$50,2,21-10-2022,16:17:00,Credit card,7,0.57
5001,XF068,Burleson,Home and lifestyle,$29,3,02-12-2023,19:45:00,Credit card,5,0.33
5002,XF085,Kerrville,Fashion accessories,$38,3,20-08-2022,19:29:00,Credit card,5,0.33
5003,XF051,New Braunfels,Home and lifestyle,$84,1,13-11-2022,18:29:00,Credit card,9,0.48
5004,XF063,Georgetown,Fashion accessories,$33,1,17-12-2023,17:14:00,Credit card,4,0.33
5005,XF072,Lancaster,Home and lifestyle,$61,3,25-08-2020,16:37:00,Credit card,4,0.33
5006,XF031,Lewisville,Fashion accessories,$53,1,20-08-2023,17:39:00,Credit card,5,0.48
5007,XF012,Garland,Home and lifestyle,$47,3,15-08-2021,18:41:00,Credit card,8,0.48
5008,XF069,Rockwall,Fashion accessories,$83,1,15-12-2023,17:08:00,Credit card,9,0.33
5009,XF048,Harlingen,Home and lifestyle,$61,3,02-08-2022,19:48:00,Credit card,4,0.48
5010,XF063,Georgetown,Fashion accessories,$26,1,17-12-2021,19:05:00,Credit card,8,0.33
5011,XF008,Corpus Christi,Home and lifestyle,$73,3,29-09-2023,19:08:00,Credit card,8,0.48
5012,XF052,Mansfield,Fashion accessories,$16,2,06-11-2022,19:16:00,Credit card,4,0.57
5013,XF072,Lancaster,Home and lifestyle,$75,1,28-11-2020,20:57:00,Credit card,9,0.33
5014,XF041,Mission,Fashion accessories,$34,3,26-10-2023,19:44:00,Cash,6,0.48
5015,XF018,Frisco,Home and lifestyle,$20,1,22-09-2021,15:40:00,Credit card,6,0.48
5016,XF023,Midland,Fashion accessories,$24,3,21-08-2022,17:40:00,Credit card,8,0.48
5017,XF007,Arlington,Home and lifestyle,$63,2,04-08-2023,20:57:00,Credit card,5,0.48
5018,XF052,Mansfield,Fashion accessories,$29,1,15-08-2022,19:50:00,Credit card,9,0.57
5019,XF067,Haltom City,Home and lifestyle,$79,1,22-11-2021,19:16:00,Credit card,8,0.33
5020,XF041,Mission,Fashion accessories,$21,2,24-09-2021,19:56:00,Cash,9,0.48
5021,XF096,Eagle Pass,Home and lifestyle,$73,1,14-11-2020,18:11:00,Credit card,8,0.18
5022,XF031,Lewisville,Fashion accessories,$30,2,28-09-2022,20:49:00,Credit card,7,0.48
5023,XF080,Nacogdoches,Home and lifestyle,$82,1,20-10-2022,15:59:00,Credit card,9,0.33
5024,XF041,Mission,Fashion accessories,$48,1,17-10-2022,16:07:00,Cash,9,0.48
5025,XF051,New Braunfels,Home and lifestyle,$81,3,04-10-2021,19:41:00,Credit card,5,0.48
5026,XF095,Big Spring,Fashion accessories,$69,2,04-10-2020,19:49:00,Credit card,5,0.33
5027,XF009,Plano,Home and lifestyle,$16,3,02-08-2020,18:43:00,Credit card,7,0.48
5028,XF019,Pasadena,Fashion accessories,$67,3,07-09-2022,20:57:00,Credit card,6,0.48
5029,XF040,Edinburg,Home and lifestyle,$45,1,08-08-2022,20:29:00,Credit card,4,0.48
5030,XF096,Eagle Pass,Fashion accessories,$32,3,18-09-2022,16:39:00,Credit card,4,0.18
5031,XF040,Edinburg,Home and lifestyle,$73,1,28-08-2022,18:02:00,Credit card,4,0.48
5032,XF058,Port Arthur,Fashion accessories,$84,2,22-11-2023,16:53:00,Credit card,8,0.33
5033,XF081,Friendswood,Home and lifestyle,$83,1,21-10-2023,20:24:00,Credit card,8,0.33
5034,XF010,Laredo,Fashion accessories,$16,1,11-10-2021,15:19:00,Credit card,9,0.48
5035,XF079,La Porte,Home and lifestyle,$35,2,06-11-2022,17:47:00,Credit card,6,0.33
5036,XF044,Pharr,Fashion accessories,$35,3,22-09-2021,17:38:00,Credit card,7,0.48
5037,XF095,Big Spring,Home and lifestyle,$49,2,18-09-2022,15:55:00,Credit card,8,0.33
5038,XF070,Hurst,Fashion accessories,$60,2,03-09-2022,17:14:00,Credit card,5,0.33
5039,XF006,El Paso,Home and lifestyle,$82,1,14-08-2022,19:54:00,Credit card,5,0.48
5040,XF100,Canyon,Fashion accessories,$15,3,14-11-2023,19:01:00,Credit card,7,0.18
5041,XF005,Fort Worth,Home and lifestyle,$30,1,06-10-2022,16:33:00,Credit card,6,0.48
5042,XF002,Dallas,Fashion accessories,$67,1,20-09-2021,15:36:00,Credit card,5,0.36
5043,XF014,Amarillo,Home and lifestyle,$50,3,06-08-2021,20:14:00,Credit card,9,0.48
5044,XF051,New Braunfels,Fashion accessories,$68,1,07-10-2023,19:00:00,Credit card,7,0.57
5045,XF060,DeSoto,Home and lifestyle,$19,2,03-12-2020,18:47:00,Credit card,7,0.33
5046,XF039,Longview,Fashion accessories,$15,3,30-10-2023,18:11:00,Credit card,4,0.48
5047,XF028,Odessa,Home and lifestyle,$58,3,02-09-2021,17:27:00,Credit card,8,0.48
5048,XF006,El Paso,Fashion accessories,$83,1,22-09-2022,18:11:00,Credit card,4,0.48
5049,XF036,Allen,Home and lifestyle,$27,1,28-12-2023,16:18:00,Credit card,9,0.48
5050,XF070,Hurst,Fashion accessories,$67,2,27-11-2022,15:50:00,Credit card,9,0.33
5051,XF078,Del Rio,Home and lifestyle,$64,2,10-09-2022,19:07:00,Credit card,6,0.33
5052,XF033,Pearland,Fashion accessories,$49,2,18-08-2022,17:14:00,Credit card,5,0.48
5053,XF026,Denton,Home and lifestyle,$27,2,30-11-2022,16:09:00,Credit card,5,0.48
5054,XF027,Abilene,Fashion accessories,$53,3,02-10-2021,18:02:00,Credit card,8,0.48
5055,XF072,Lancaster,Home and lifestyle,$19,2,02-09-2020,17:21:00,Credit card,6,0.33
5056,XF033,Pearland,Fashion accessories,$26,3,27-11-2023,19:10:00,Credit card,6,0.48
5057,XF019,Pasadena,Home and lifestyle,$29,3,14-10-2023,18:18:00,Credit card,6,0.48
5058,XF013,Irving,Fashion accessories,$68,1,11-11-2020,16:12:00,Credit card,9,0.48
5059,XF095,Big Spring,Home and lifestyle,$25,3,11-10-2020,17:37:00,Credit card,6,0.33
5060,XF031,Lewisville,Fashion accessories,$46,2,16-10-2022,19:40:00,Credit card,9,0.48
5061,XF068,Burleson,Home and lifestyle,$75,2,28-10-2023,15:32:00,Credit card,6,0.33
5062,XF076,Huntsville,Fashion accessories,$19,2,14-11-2023,20:55:00,Credit card,5,0.33
5063,XF013,Irving,Home and lifestyle,$65,3,09-11-2022,16:03:00,Credit card,9,0.48
5064,XF044,Pharr,Fashion accessories,$40,2,25-10-2020,20:47:00,Credit card,5,0.48
5065,XF098,Mineral Wells,Home and lifestyle,$60,3,17-10-2023,18:42:00,Credit card,9,0.18
5066,XF021,McAllen,Fashion accessories,$79,2,25-10-2021,15:55:00,Credit card,9,0.48
5067,XF020,Killeen,Home and lifestyle,$30,1,31-10-2020,19:13:00,Credit card,9,0.48
5068,XF017,McKinney,Fashion accessories,$68,3,16-10-2022,17:02:00,Credit card,8,0.48
5069,XF031,Lewisville,Home and lifestyle,$19,2,20-08-2022,19:13:00,Credit card,4,0.48
5070,XF044,Pharr,Fashion accessories,$68,1,10-11-2020,17:42:00,Credit card,8,0.48
5071,XF034,College Station,Home and lifestyle,$28,1,06-09-2021,19:26:00,Credit card,6,0.48
5072,XF076,Huntsville,Fashion accessories,$49,2,02-12-2022,16:40:00,Credit card,9,0.33
5073,XF097,Alice,Home and lifestyle,$37,1,29-09-2023,17:03:00,Credit card,5,0.18
5074,XF013,Irving,Fashion accessories,$18,2,22-08-2020,19:00:00,Credit card,9,0.48
5075,XF052,Mansfield,Home and lifestyle,$70,3,26-12-2021,16:55:00,Credit card,8,0.57
5076,XF078,Del Rio,Fashion accessories,$70,3,25-12-2021,16:30:00,Credit card,6,0.33
5077,XF022,Mesquite,Home and lifestyle,$47,2,08-08-2023,19:04:00,Credit card,6,0.48
5078,XF020,Killeen,Fashion accessories,$65,1,03-11-2023,17:53:00,Credit card,8,0.48
5079,XF014,Amarillo,Home and lifestyle,$62,2,30-09-2022,20:20:00,Credit card,4,0.48
5080,XF070,Hurst,Fashion accessories,$27,2,12-11-2023,16:01:00,Credit card,8,0.33
5081,XF006,El Paso,Home and lifestyle,$64,2,21-11-2023,15:56:00,Credit card,5,0.48
5082,XF010,Laredo,Fashion accessories,$78,2,18-08-2023,15:47:00,Credit card,9,0.48
5083,XF063,Georgetown,Home and lifestyle,$71,2,11-11-2021,18:14:00,Credit card,6,0.33
5084,XF049,North Richland Hills,Fashion accessories,$83,1,27-10-2021,19:57:00,Credit card,5,0.48
5085,XF005,Fort Worth,Home and lifestyle,$48,2,10-09-2020,17:44:00,Credit card,8,0.48
5086,XF078,Del Rio,Fashion accessories,$69,3,17-10-2021,16:39:00,Credit card,5,0.33
5087,XF066,Grapevine,Home and lifestyle,$37,3,11-11-2020,19:07:00,Credit card,5,0.33
5088,XF041,Mission,Fashion accessories,$17,1,03-08-2020,15:08:00,Cash,6,0.48
5089,XF092,Lake Jackson,Home and lifestyle,$19,1,21-08-2021,17:02:00,Credit card,9,0.33
5090,XF004,Austin,Fashion accessories,$67,2,30-10-2022,20:10:00,Credit card,6,0.48
5091,XF027,Abilene,Home and lifestyle,$66,2,01-09-2023,19:14:00,Credit card,4,0.48
5092,XF011,Lubbock,Fashion accessories,$18,1,22-09-2020,18:30:00,Credit card,7,0.48
5093,XF020,Killeen,Home and lifestyle,$28,3,04-09-2021,20:16:00,Credit card,7,0.48
5094,XF014,Amarillo,Fashion accessories,$28,2,02-10-2022,20:04:00,Credit card,8,0.48
5095,XF026,Denton,Home and lifestyle,$73,3,30-12-2020,15:17:00,Credit card,9,0.48
5096,XF067,Haltom City,Fashion accessories,$51,1,22-10-2021,18:03:00,Credit card,4,0.33
5097,XF081,Friendswood,Home and lifestyle,$59,3,13-08-2020,16:00:00,Credit card,4,0.33
5098,XF028,Odessa,Fashion accessories,$60,3,04-09-2022,20:09:00,Credit card,5,0.48
5099,XF009,Plano,Home and lifestyle,$42,2,26-10-2023,17:21:00,Credit card,9,0.48
5100,XF071,Lufkin,Fashion accessories,$81,1,08-12-2020,17:36:00,Credit card,7,0.33
5101,XF059,Pflugerville,Home and lifestyle,$75,1,16-10-2023,20:57:00,Credit card,6,0.33
5102,XF062,Galveston,Fashion accessories,$64,2,12-08-2023,15:22:00,Credit card,7,0.33
5103,XF072,Lancaster,Home and lifestyle,$45,2,09-12-2021,16:46:00,Credit card,6,0.33
5104,XF059,Pflugerville,Fashion accessories,$42,1,14-11-2023,15:26:00,Credit card,7,0.33
5105,XF023,Midland,Home and lifestyle,$38,2,21-10-2021,15:52:00,Credit card,8,0.48
5106,XF008,Corpus Christi,Fashion accessories,$56,1,15-08-2023,19:27:00,Credit card,4,0.48
5107,XF093,Angleton,Home and lifestyle,$74,2,21-10-2020,16:38:00,Credit card,6,0.33
5108,XF002,Dallas,Fashion accessories,$38,1,16-09-2021,17:48:00,Credit card,9,0.36
5109,XF094,Alamo,Home and lifestyle,$33,2,18-10-2023,17:57:00,Credit card,5,0.33
5110,XF072,Lancaster,Fashion accessories,$33,3,10-12-2023,16:57:00,Credit card,5,0.33
5111,XF069,Rockwall,Home and lifestyle,$62,3,31-08-2020,17:16:00,Credit card,9,0.33
5112,XF090,Brownwood,Fashion accessories,$29,1,21-09-2021,17:22:00,Credit card,7,0.33
5113,XF023,Midland,Home and lifestyle,$29,2,16-08-2020,18:29:00,Credit card,5,0.48
5114,XF051,New Braunfels,Fashion accessories,$36,1,27-08-2022,20:31:00,Credit card,7,0.57
5115,XF060,DeSoto,Home and lifestyle,$65,1,04-08-2023,17:11:00,Credit card,6,0.33
5116,XF083,Farmers Branch,Fashion accessories,$28,3,14-12-2022,19:44:00,Credit card,7,0.33
5117,XF028,Odessa,Home and lifestyle,$71,3,09-12-2020,18:22:00,Credit card,5,0.48
5118,XF061,Cedar Park,Fashion accessories,$19,1,08-11-2021,19:31:00,Credit card,5,0.33
5119,XF017,McKinney,Home and lifestyle,$33,1,03-12-2022,19:11:00,Credit card,9,0.48
5120,XF047,Flower Mound,Fashion accessories,$43,1,14-08-2023,16:39:00,Credit card,4,0.48
5121,XF093,Angleton,Home and lifestyle,$59,1,06-09-2022,18:19:00,Credit card,7,0.33
5122,XF090,Brownwood,Fashion accessories,$30,2,05-12-2022,15:16:00,Credit card,6,0.33
5123,XF085,Kerrville,Home and lifestyle,$62,1,21-08-2022,19:11:00,Credit card,4,0.33
5124,XF085,Kerrville,Fashion accessories,$68,1,13-08-2020,16:01:00,Credit card,7,0.33
5125,XF034,College Station,Home and lifestyle,$38,1,26-08-2023,15:02:00,Credit card,8,0.48
5126,XF020,Killeen,Fashion accessories,$48,2,28-12-2021,19:16:00,Credit card,5,0.48
5127,XF023,Midland,Home and lifestyle,$78,1,04-12-2021,19:11:00,Credit card,5,0.48
5128,XF076,Huntsville,Fashion accessories,$37,1,09-11-2022,17:09:00,Credit card,6,0.33
5129,XF100,Canyon,Home and lifestyle,$61,3,10-10-2020,20:25:00,Credit card,4,0.18
5130,XF091,Little Elm,Fashion accessories,$32,3,25-12-2021,15:49:00,Credit card,4,0.33
5131,XF088,Cleburne,Home and lifestyle,$65,1,02-11-2022,18:10:00,Credit card,8,0.33
5132,XF026,Denton,Fashion accessories,$20,2,03-10-2021,20:25:00,Credit card,8,0.48
5133,XF072,Lancaster,Home and lifestyle,$42,1,13-11-2022,20:36:00,Credit card,7,0.33
5134,XF096,Eagle Pass,Fashion accessories,$54,2,28-12-2023,19:49:00,Credit card,5,0.18
5135,XF012,Garland,Home and lifestyle,$24,2,21-09-2020,16:43:00,Credit card,7,0.48
5136,XF095,Big Spring,Fashion accessories,$38,3,15-08-2021,15:12:00,Credit card,4,0.33
5137,XF095,Big Spring,Home and lifestyle,$22,2,01-10-2021,20:48:00,Credit card,8,0.33
5138,XF014,Amarillo,Fashion accessories,$43,3,13-10-2023,15:10:00,Credit card,4,0.48
5139,XF081,Friendswood,Home and lifestyle,$75,3,22-11-2022,19:14:00,Credit card,6,0.33
5140,XF052,Mansfield,Fashion accessories,$25,2,09-11-2023,19:36:00,Credit card,5,0.57
5141,XF020,Killeen,Home and lifestyle,$35,3,09-08-2022,19:23:00,Credit card,6,0.48
5142,XF072,Lancaster,Fashion accessories,$62,2,15-11-2023,16:25:00,Credit card,5,0.33
5143,XF012,Garland,Home and lifestyle,$62,1,22-09-2021,18:55:00,Credit card,4,0.48
5144,XF057,Euless,Fashion accessories,$20,2,01-10-2022,19:28:00,Credit card,8,0.33
5145,XF023,Midland,Home and lifestyle,$25,3,14-08-2023,17:02:00,Credit card,9,0.48
5146,XF020,Killeen,Fashion accessories,$69,3,10-10-2021,19:02:00,Credit card,8,0.48
5147,XF006,El Paso,Home and lifestyle,$48,3,19-09-2023,15:30:00,Credit card,5,0.48
5148,XF033,Pearland,Fashion accessories,$59,3,20-08-2022,20:40:00,Credit card,5,0.48
5149,XF005,Fort Worth,Home and lifestyle,$49,3,30-08-2022,17:45:00,Credit card,7,0.48
5150,XF027,Abilene,Fashion accessories,$17,2,11-11-2021,16:14:00,Credit card,9,0.48
5151,XF004,Austin,Home and lifestyle,$55,1,19-10-2020,15:04:00,Credit card,7,0.48
5152,XF005,Fort Worth,Fashion accessories,$24,2,03-10-2023,18:27:00,Credit card,4,0.48
5153,XF091,Little Elm,Home and lifestyle,$32,1,26-08-2020,15:32:00,Credit card,7,0.33
5154,XF011,Lubbock,Fashion accessories,$29,2,04-09-2021,15:42:00,Credit card,4,0.48
5155,XF024,Carrollton,Home and lifestyle,$42,1,22-08-2022,20:32:00,Credit card,6,0.48
5156,XF017,McKinney,Fashion accessories,$67,3,28-09-2020,17:29:00,Credit card,8,0.48
5157,XF060,DeSoto,Home and lifestyle,$79,1,13-10-2020,17:16:00,Credit card,5,0.33
5158,XF070,Hurst,Fashion accessories,$53,3,11-10-2023,20:49:00,Credit card,4,0.33
5159,XF060,DeSoto,Home and lifestyle,$51,3,15-08-2023,15:20:00,Credit card,7,0.33
5160,XF026,Denton,Fashion accessories,$83,3,03-10-2023,15:47:00,Credit card,6,0.48
5161,XF006,El Paso,Home and lifestyle,$78,2,26-11-2022,19:20:00,Credit card,4,0.48
5162,XF098,Mineral Wells,Fashion accessories,$46,2,25-08-2021,16:25:00,Credit card,6,0.18
5163,XF028,Odessa,Home and lifestyle,$69,2,13-08-2023,19:03:00,Credit card,9,0.48
5164,XF014,Amarillo,Fashion accessories,$49,1,17-08-2022,15:43:00,Credit card,7,0.48
5165,XF045,Missouri City,Home and lifestyle,$16,3,23-09-2021,16:21:00,Credit card,9,0.48
5166,XF015,Grand Prairie,Fashion accessories,$62,2,29-09-2023,16:21:00,Credit card,5,0.48
5167,XF015,Grand Prairie,Home and lifestyle,$69,2,01-08-2022,20:39:00,Credit card,8,0.48
5168,XF021,McAllen,Fashion accessories,$39,1,14-12-2023,18:58:00,Credit card,4,0.48
5169,XF012,Garland,Home and lifestyle,$32,2,19-10-2022,17:30:00,Credit card,8,0.48
5170,XF037,League City,Fashion accessories,$69,1,01-10-2022,15:05:00,Credit card,4,0.48
5171,XF062,Galveston,Home and lifestyle,$28,2,01-12-2020,18:19:00,Credit card,8,0.33
5172,XF034,College Station,Fashion accessories,$43,3,25-10-2021,18:29:00,Credit card,9,0.48
5173,XF034,College Station,Home and lifestyle,$83,1,29-08-2020,18:37:00,Credit card,9,0.48
5174,XF060,DeSoto,Fashion accessories,$47,2,25-09-2023,18:30:00,Credit card,5,0.33
5175,XF060,DeSoto,Home and lifestyle,$43,1,20-11-2020,17:15:00,Credit card,5,0.33
5176,XF027,Abilene,Fashion accessories,$84,3,21-09-2023,18:49:00,Credit card,8,0.48
5177,XF036,Allen,Home and lifestyle,$64,2,01-11-2020,17:00:00,Credit card,7,0.48
5178,XF002,Dallas,Fashion accessories,$78,1,19-12-2021,20:44:00,Credit card,5,0.36
5179,XF092,Lake Jackson,Home and lifestyle,$55,3,25-11-2022,19:56:00,Credit card,7,0.33
5180,XF007,Arlington,Fashion accessories,$76,2,21-10-2023,18:37:00,Credit card,6,0.48
5181,XF023,Midland,Home and lifestyle,$34,1,30-09-2021,19:50:00,Credit card,5,0.48
5182,XF019,Pasadena,Fashion accessories,$44,2,12-08-2021,19:26:00,Credit card,5,0.48
5183,XF041,Mission,Home and lifestyle,$49,3,14-09-2021,20:19:00,Ewallet,6,0.48
5184,XF027,Abilene,Fashion accessories,$23,3,03-08-2021,15:02:00,Credit card,5,0.48
5185,XF043,Baytown,Home and lifestyle,$63,2,02-08-2022,18:50:00,Credit card,6,0.48
5186,XF063,Georgetown,Fashion accessories,$60,3,02-11-2023,18:14:00,Credit card,4,0.33
5187,XF004,Austin,Home and lifestyle,$84,2,29-12-2023,17:10:00,Credit card,8,0.48
5188,XF063,Georgetown,Fashion accessories,$85,3,24-12-2023,16:41:00,Credit card,7,0.33
5189,XF071,Lufkin,Home and lifestyle,$16,1,10-12-2020,19:34:00,Credit card,9,0.33
5190,XF001,Houston,Fashion accessories,$54,1,10-11-2023,20:36:00,Credit card,9,0.36
5191,XF048,Harlingen,Home and lifestyle,$81,2,08-10-2021,18:42:00,Credit card,5,0.48
5192,XF023,Midland,Fashion accessories,$38,2,08-09-2021,17:25:00,Credit card,8,0.48
5193,XF047,Flower Mound,Home and lifestyle,$40,3,26-11-2021,15:34:00,Credit card,5,0.48
5194,XF092,Lake Jackson,Fashion accessories,$71,1,27-09-2023,15:11:00,Credit card,6,0.33
5195,XF019,Pasadena,Home and lifestyle,$24,1,17-09-2020,17:25:00,Credit card,6,0.48
5196,XF059,Pflugerville,Fashion accessories,$68,1,06-08-2022,20:58:00,Credit card,8,0.33
5197,XF024,Carrollton,Home and lifestyle,$16,3,30-11-2022,19:00:00,Credit card,6,0.48
5198,XF072,Lancaster,Fashion accessories,$29,2,05-09-2021,16:07:00,Credit card,5,0.33
5199,XF041,Mission,Home and lifestyle,$21,1,03-12-2021,20:31:00,Ewallet,4,0.48
5200,XF005,Fort Worth,Fashion accessories,$68,3,17-09-2023,20:47:00,Credit card,8,0.48
5201,XF083,Farmers Branch,Home and lifestyle,$47,2,03-08-2020,16:36:00,Credit card,5,0.33
5202,XF017,McKinney,Fashion accessories,$29,3,30-11-2023,20:09:00,Credit card,4,0.48
5203,XF090,Brownwood,Home and lifestyle,$48,3,28-09-2022,17:27:00,Credit card,5,0.33
5204,XF068,Burleson,Fashion accessories,$84,2,08-12-2021,20:20:00,Credit card,5,0.33
5205,XF058,Port Arthur,Home and lifestyle,$80,2,25-08-2021,17:23:00,Credit card,8,0.33
5206,XF006,El Paso,Fashion accessories,$76,2,17-12-2021,15:27:00,Credit card,7,0.48
5207,XF010,Laredo,Home and lifestyle,$74,1,02-12-2021,19:28:00,Credit card,6,0.48
5208,XF057,Euless,Fashion accessories,$76,1,10-09-2021,16:41:00,Credit card,8,0.33
5209,XF042,Bryan,Home and lifestyle,$28,3,28-08-2023,16:28:00,Credit card,9,0.48
5210,XF002,Dallas,Fashion accessories,$36,1,13-08-2021,15:47:00,Credit card,7,0.36
5211,XF048,Harlingen,Home and lifestyle,$37,2,21-08-2021,15:40:00,Credit card,9,0.48
5212,XF005,Fort Worth,Fashion accessories,$24,1,30-08-2023,20:43:00,Credit card,8,0.48
5213,XF076,Huntsville,Home and lifestyle,$44,1,27-10-2021,17:59:00,Credit card,4,0.33
5214,XF018,Frisco,Fashion accessories,$34,2,23-11-2021,18:39:00,Credit card,7,0.48
5215,XF024,Carrollton,Home and lifestyle,$41,2,21-08-2022,16:32:00,Credit card,6,0.48
5216,XF061,Cedar Park,Fashion accessories,$84,2,26-11-2020,15:43:00,Credit card,8,0.33
5217,XF031,Lewisville,Home and lifestyle,$36,2,08-11-2022,17:50:00,Credit card,6,0.48
5218,XF079,La Porte,Fashion accessories,$30,1,21-11-2023,20:35:00,Credit card,8,0.33
5219,XF057,Euless,Home and lifestyle,$23,1,06-12-2022,15:43:00,Credit card,6,0.33
5220,XF066,Grapevine,Fashion accessories,$25,1,07-10-2023,17:24:00,Credit card,9,0.33
5221,XF051,New Braunfels,Home and lifestyle,$19,1,13-08-2020,18:04:00,Credit card,4,0.48
5222,XF015,Grand Prairie,Fashion accessories,$80,3,07-11-2021,19:48:00,Credit card,4,0.48
5223,XF100,Canyon,Home and lifestyle,$40,1,16-11-2022,17:49:00,Credit card,8,0.18
5224,XF068,Burleson,Fashion accessories,$80,1,17-10-2022,15:39:00,Credit card,8,0.33
5225,XF080,Nacogdoches,Home and lifestyle,$55,3,09-11-2021,15:49:00,Credit card,7,0.33
5226,XF042,Bryan,Fashion accessories,$51,3,16-11-2022,17:06:00,Credit card,9,0.48
5227,XF005,Fort Worth,Home and lifestyle,$47,2,30-08-2023,18:52:00,Credit card,5,0.48
5228,XF048,Harlingen,Fashion accessories,$82,2,17-08-2020,19:54:00,Credit card,8,0.48
5229,XF004,Austin,Home and lifestyle,$70,3,29-08-2022,18:15:00,Credit card,7,0.48
5230,XF043,Baytown,Fashion accessories,$63,3,25-11-2020,19:09:00,Credit card,7,0.48
5231,XF030,Richardson,Home and lifestyle,$27,2,06-09-2022,18:23:00,Credit card,4,0.48
