invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Total_Amount
4678,XF081,Friendswood,Fashion accessories,55.0,3.0,02-08-2022,18:51:00,Credit card,9.0,0.33,165.0
4679,XF023,Midland,Home and lifestyle,79.0,2.0,28-10-2021,16:42:00,Credit card,8.0,0.48,158.0
4680,XF083,Farmers Branch,Fashion accessories,66.0,1.0,15-12-2023,19:44:00,Credit card,4.0,0.33,66.0
4681,XF005,Fort Worth,Home and lifestyle,71.0,2.0,16-12-2020,20:43:00,Credit card,9.0,0.48,142.0
4682,XF012,Garland,Fashion accessories,33.0,1.0,08-12-2023,19:32:00,Credit card,7.0,0.48,33.0
4683,XF060,DeSoto,Home and lifestyle,21.0,3.0,14-11-2021,19:24:00,Credit card,6.0,0.33,63.0
4684,XF021,McAllen,Fashion accessories,63.0,1.0,06-11-2023,16:58:00,Credit card,4.0,0.48,63.0
4685,XF041,Mission,Home and lifestyle,39.0,3.0,07-11-2020,15:51:00,Ewallet,5.0,0.48,117.0
4686,XF068,Burleson,Fashion accessories,22.0,3.0,31-12-2023,16:22:00,Credit card,4.0,0.33,66.0
4687,XF091,Little Elm,Home and lifestyle,63.0,2.0,31-10-2022,20:06:00,Credit card,8.0,0.33,126.0
4688,XF001,Houston,Fashion accessories,77.0,3.0,23-09-2021,20:00:00,Credit card,6.0,0.36,231.0
4689,XF016,Brownsville,Home and lifestyle,31.0,1.0,11-09-2021,17:35:00,Credit card,9.0,0.48,31.0
4690,XF027,Abilene,Fashion accessories,28.0,2.0,27-10-2021,18:04:00,Credit card,7.0,0.48,56.0
4691,XF095,Big Spring,Home and lifestyle,78.0,2.0,17-11-2023,16:41:00,Credit card,8.0,0.33,156.0
4692,XF076,Huntsville,Fashion accessories,17.0,1.0,13-10-2020,20:06:00,Credit card,7.0,0.33,17.0
4693,XF018,Frisco,Home and lifestyle,26.0,3.0,13-08-2020,18:54:00,Credit card,8.0,0.48,78.0
4694,XF004,Austin,Fashion accessories,73.0,1.0,16-08-2021,18:57:00,Credit card,7.0,0.48,73.0
4695,XF019,Pasadena,Home and lifestyle,79.0,2.0,10-11-2021,20:17:00,Credit card,9.0,0.48,158.0
4696,XF067,Haltom City,Fashion accessories,85.0,2.0,25-12-2023,15:34:00,Credit card,8.0,0.33,170.0
4697,XF085,Kerrville,Home and lifestyle,19.0,3.0,02-10-2020,20:26:00,Credit card,4.0,0.33,57.0
4698,XF060,DeSoto,Fashion accessories,80.0,3.0,07-11-2021,16:51:00,Credit card,6.0,0.33,240.0
4699,XF043,Baytown,Home and lifestyle,61.0,2.0,05-09-2023,15:48:00,Credit card,7.0,0.48,122.0
4700,XF042,Bryan,Fashion accessories,55.0,2.0,09-10-2022,15:23:00,Credit card,4.0,0.48,110.0
4701,XF093,Angleton,Home and lifestyle,16.0,1.0,28-10-2020,16:22:00,Credit card,5.0,0.33,16.0
4702,XF052,Mansfield,Fashion accessories,34.0,1.0,24-10-2021,17:48:00,Credit card,5.0,0.57,34.0
4703,XF051,New Braunfels,Home and lifestyle,42.0,1.0,09-08-2020,17:19:00,Credit card,8.0,0.48,42.0
4704,XF022,Mesquite,Fashion accessories,43.0,1.0,21-10-2022,18:23:00,Credit card,6.0,0.48,43.0
4705,XF090,Brownwood,Home and lifestyle,60.0,3.0,22-10-2020,16:50:00,Credit card,9.0,0.33,180.0
4706,XF024,Carrollton,Fashion accessories,22.0,2.0,15-09-2023,15:26:00,Credit card,4.0,0.48,44.0
4707,XF070,Hurst,Home and lifestyle,48.0,1.0,26-09-2023,16:17:00,Credit card,8.0,0.33,48.0
4708,XF001,Houston,Fashion accessories,52.0,1.0,26-09-2020,16:25:00,Credit card,5.0,0.36,52.0
4709,XF048,Harlingen,Home and lifestyle,44.0,1.0,05-11-2020,16:11:00,Credit card,7.0,0.48,44.0
4710,XF047,Flower Mound,Fashion accessories,57.0,2.0,04-08-2021,16:03:00,Credit card,9.0,0.48,114.0
4711,XF078,Del Rio,Home and lifestyle,25.0,2.0,01-08-2022,16:54:00,Credit card,4.0,0.33,50.0
4712,XF057,Euless,Fashion accessories,66.0,3.0,20-10-2021,15:45:00,Credit card,9.0,0.33,198.0
4713,XF048,Harlingen,Home and lifestyle,81.0,2.0,27-11-2020,17:47:00,Credit card,7.0,0.48,162.0
4714,XF007,Arlington,Fashion accessories,20.0,1.0,25-11-2022,17:18:00,Credit card,5.0,0.48,20.0
4715,XF008,Corpus Christi,Home and lifestyle,62.0,3.0,15-08-2021,20:54:00,Credit card,5.0,0.48,186.0
4716,XF072,Lancaster,Fashion accessories,63.0,1.0,13-09-2023,17:45:00,Credit card,6.0,0.33,63.0
4717,XF083,Farmers Branch,Home and lifestyle,68.0,3.0,31-12-2022,16:53:00,Credit card,6.0,0.33,204.0
4718,XF078,Del Rio,Fashion accessories,65.0,3.0,06-11-2022,18:22:00,Credit card,7.0,0.33,195.0
4719,XF053,Conroe,Home and lifestyle,65.0,3.0,10-08-2021,19:36:00,Credit card,8.0,0.57,195.0
4720,XF080,Nacogdoches,Fashion accessories,27.0,2.0,05-08-2023,18:12:00,Credit card,4.0,0.33,54.0
4721,XF024,Carrollton,Home and lifestyle,18.0,3.0,20-09-2022,18:47:00,Credit card,5.0,0.48,54.0
4722,XF060,DeSoto,Fashion accessories,26.0,3.0,25-12-2021,19:55:00,Credit card,9.0,0.33,78.0
4723,XF040,Edinburg,Home and lifestyle,50.0,2.0,07-08-2021,16:47:00,Credit card,7.0,0.48,100.0
4724,XF090,Brownwood,Fashion accessories,73.0,1.0,13-10-2020,15:48:00,Credit card,7.0,0.33,73.0
4725,XF021,McAllen,Home and lifestyle,81.0,1.0,09-09-2021,19:03:00,Credit card,7.0,0.48,81.0
4726,XF080,Nacogdoches,Fashion accessories,39.0,1.0,04-12-2022,17:32:00,Credit card,6.0,0.33,39.0
4727,XF023,Midland,Home and lifestyle,31.0,1.0,28-12-2022,19:26:00,Credit card,4.0,0.48,31.0
4728,XF012,Garland,Fashion accessories,70.0,3.0,13-10-2020,16:38:00,Credit card,4.0,0.48,210.0
4729,XF061,Cedar Park,Home and lifestyle,58.0,3.0,16-08-2021,17:13:00,Credit card,9.0,0.33,174.0
4730,XF085,Kerrville,Fashion accessories,27.0,3.0,29-12-2021,20:19:00,Credit card,9.0,0.33,81.0
4731,XF049,North Richland Hills,Home and lifestyle,72.0,3.0,09-11-2020,16:54:00,Credit card,6.0,0.48,216.0
4732,XF068,Burleson,Fashion accessories,34.0,2.0,17-10-2022,15:04:00,Credit card,7.0,0.33,68.0
4733,XF096,Eagle Pass,Home and lifestyle,74.0,2.0,09-09-2022,16:56:00,Credit card,4.0,0.18,148.0
4734,XF016,Brownsville,Fashion accessories,61.0,1.0,04-10-2022,18:37:00,Credit card,7.0,0.48,61.0
4735,XF014,Amarillo,Home and lifestyle,18.0,3.0,01-09-2022,18:57:00,Credit card,7.0,0.48,54.0
4736,XF078,Del Rio,Fashion accessories,66.0,1.0,15-11-2022,15:09:00,Credit card,6.0,0.33,66.0
4737,XF048,Harlingen,Home and lifestyle,84.0,3.0,04-09-2023,16:09:00,Credit card,9.0,0.48,252.0
4738,XF100,Canyon,Fashion accessories,66.0,3.0,26-09-2020,16:25:00,Credit card,9.0,0.18,198.0
4739,XF057,Euless,Home and lifestyle,58.0,2.0,08-09-2020,19:28:00,Credit card,8.0,0.33,116.0
4740,XF066,Grapevine,Fashion accessories,22.0,1.0,10-11-2023,20:31:00,Credit card,7.0,0.33,22.0
4741,XF008,Corpus Christi,Home and lifestyle,34.0,3.0,14-11-2021,18:57:00,Credit card,9.0,0.48,102.0
4742,XF002,Dallas,Fashion accessories,35.0,3.0,22-11-2023,16:02:00,Credit card,9.0,0.36,105.0
4743,XF064,Bedford,Home and lifestyle,69.0,2.0,01-09-2021,18:48:00,Credit card,9.0,0.33,138.0
4744,XF083,Farmers Branch,Fashion accessories,56.0,1.0,04-12-2020,19:00:00,Credit card,6.0,0.33,56.0
4745,XF017,McKinney,Home and lifestyle,68.0,3.0,12-12-2020,18:06:00,Credit card,4.0,0.48,204.0
4746,XF040,Edinburg,Fashion accessories,41.0,1.0,07-12-2022,18:58:00,Credit card,5.0,0.48,41.0
4747,XF012,Garland,Home and lifestyle,34.0,1.0,22-11-2022,16:41:00,Credit card,8.0,0.48,34.0
4748,XF076,Huntsville,Fashion accessories,48.0,2.0,01-10-2020,20:34:00,Credit card,8.0,0.33,96.0
4749,XF076,Huntsville,Home and lifestyle,38.0,3.0,18-12-2021,19:38:00,Credit card,7.0,0.33,114.0
4750,XF033,Pearland,Fashion accessories,40.0,3.0,06-12-2021,20:21:00,Credit card,7.0,0.48,120.0
4751,XF012,Garland,Home and lifestyle,82.0,2.0,08-09-2020,19:07:00,Credit card,6.0,0.48,164.0
4752,XF048,Harlingen,Fashion accessories,17.0,3.0,18-08-2020,17:35:00,Credit card,8.0,0.48,51.0
4753,XF083,Farmers Branch,Home and lifestyle,29.0,3.0,19-12-2022,18:48:00,Credit card,8.0,0.33,87.0
4754,XF016,Brownsville,Fashion accessories,61.0,3.0,15-12-2022,16:04:00,Credit card,5.0,0.48,183.0
4755,XF049,North Richland Hills,Home and lifestyle,23.0,1.0,16-10-2023,15:30:00,Credit card,7.0,0.48,23.0
4756,XF009,Plano,Fashion accessories,63.0,2.0,06-09-2020,15:20:00,Credit card,6.0,0.48,126.0
4757,XF048,Harlingen,Home and lifestyle,66.0,3.0,01-10-2020,20:39:00,Credit card,5.0,0.48,198.0
4758,XF012,Garland,Fashion accessories,39.0,3.0,25-09-2020,18:27:00,Credit card,9.0,0.48,117.0
4759,XF019,Pasadena,Home and lifestyle,69.0,1.0,23-11-2023,16:43:00,Credit card,9.0,0.48,69.0
4760,XF094,Alamo,Fashion accessories,50.0,1.0,02-08-2021,19:37:00,Credit card,9.0,0.33,50.0
4761,XF026,Denton,Home and lifestyle,61.0,2.0,09-08-2020,16:56:00,Credit card,6.0,0.48,122.0
4762,XF005,Fort Worth,Fashion accessories,83.0,1.0,26-10-2022,17:43:00,Credit card,8.0,0.48,83.0
4763,XF045,Missouri City,Home and lifestyle,71.0,1.0,08-09-2022,16:10:00,Credit card,7.0,0.48,71.0
4764,XF045,Missouri City,Fashion accessories,49.0,3.0,24-11-2022,19:11:00,Credit card,4.0,0.48,147.0
4765,XF031,Lewisville,Home and lifestyle,48.0,1.0,01-10-2020,15:47:00,Credit card,5.0,0.48,48.0
4766,XF066,Grapevine,Fashion accessories,62.0,1.0,24-08-2021,19:34:00,Credit card,6.0,0.33,62.0
4767,XF021,McAllen,Home and lifestyle,67.0,3.0,25-10-2020,17:37:00,Credit card,9.0,0.48,201.0
4768,XF060,DeSoto,Fashion accessories,52.0,1.0,19-12-2023,18:13:00,Credit card,7.0,0.33,52.0
4769,XF017,McKinney,Home and lifestyle,78.0,3.0,13-08-2021,19:50:00,Credit card,7.0,0.48,234.0
4770,XF095,Big Spring,Fashion accessories,35.0,1.0,21-11-2020,17:15:00,Credit card,5.0,0.33,35.0
4771,XF083,Farmers Branch,Home and lifestyle,71.0,3.0,02-08-2022,20:12:00,Credit card,4.0,0.33,213.0
4772,XF080,Nacogdoches,Fashion accessories,47.0,2.0,25-10-2023,19:23:00,Credit card,7.0,0.33,94.0
4773,XF076,Huntsville,Home and lifestyle,41.0,2.0,21-12-2023,18:10:00,Credit card,6.0,0.33,82.0
4774,XF022,Mesquite,Fashion accessories,72.0,1.0,15-11-2021,19:29:00,Credit card,9.0,0.48,72.0
4775,XF002,Dallas,Home and lifestyle,51.0,1.0,03-09-2020,16:31:00,Credit card,6.0,0.36,51.0
4776,XF021,McAllen,Fashion accessories,41.0,1.0,25-12-2020,17:11:00,Credit card,5.0,0.48,41.0
4777,XF096,Eagle Pass,Home and lifestyle,67.0,1.0,11-12-2020,20:28:00,Credit card,6.0,0.18,67.0
4778,XF021,McAllen,Fashion accessories,22.0,2.0,13-08-2021,16:53:00,Credit card,7.0,0.48,44.0
4779,XF058,Port Arthur,Home and lifestyle,74.0,3.0,03-10-2020,16:09:00,Credit card,7.0,0.33,222.0
4780,XF020,Killeen,Fashion accessories,27.0,1.0,09-08-2022,20:44:00,Credit card,5.0,0.48,27.0
4781,XF041,Mission,Home and lifestyle,78.0,1.0,07-08-2020,16:27:00,Ewallet,4.0,0.48,78.0
4782,XF044,Pharr,Fashion accessories,81.0,1.0,29-12-2021,16:23:00,Credit card,5.0,0.48,81.0
4783,XF041,Mission,Home and lifestyle,59.0,2.0,15-08-2023,19:05:00,Cash,6.0,0.48,118.0
4784,XF072,Lancaster,Fashion accessories,75.0,2.0,17-12-2020,15:30:00,Credit card,5.0,0.33,150.0
4785,XF039,Longview,Home and lifestyle,29.0,1.0,30-10-2022,20:50:00,Credit card,5.0,0.48,29.0
4786,XF043,Baytown,Fashion accessories,30.0,2.0,26-10-2021,20:21:00,Credit card,9.0,0.48,60.0
4787,XF026,Denton,Home and lifestyle,44.0,2.0,10-08-2022,17:34:00,Credit card,9.0,0.48,88.0
4788,XF066,Grapevine,Fashion accessories,69.0,2.0,27-12-2021,16:13:00,Credit card,7.0,0.33,138.0
4789,XF066,Grapevine,Home and lifestyle,78.0,1.0,27-11-2021,16:47:00,Credit card,9.0,0.33,78.0
4790,XF083,Farmers Branch,Fashion accessories,32.0,1.0,01-11-2021,20:50:00,Credit card,7.0,0.33,32.0
4791,XF094,Alamo,Home and lifestyle,18.0,1.0,12-10-2021,19:09:00,Credit card,4.0,0.33,18.0
4792,XF047,Flower Mound,Fashion accessories,15.0,2.0,28-11-2023,20:47:00,Credit card,4.0,0.48,30.0
4793,XF067,Haltom City,Home and lifestyle,57.0,1.0,06-11-2023,19:39:00,Credit card,7.0,0.33,57.0
4794,XF070,Hurst,Fashion accessories,50.0,3.0,31-10-2023,15:42:00,Credit card,7.0,0.33,150.0
4795,XF059,Pflugerville,Home and lifestyle,67.0,3.0,18-12-2021,15:41:00,Credit card,5.0,0.33,201.0
4796,XF083,Farmers Branch,Fashion accessories,19.0,1.0,24-11-2023,18:45:00,Credit card,7.0,0.33,19.0
4797,XF061,Cedar Park,Home and lifestyle,60.0,3.0,29-08-2020,20:02:00,Credit card,4.0,0.33,180.0
4798,XF097,Alice,Fashion accessories,42.0,1.0,10-09-2020,20:20:00,Credit card,4.0,0.18,42.0
4799,XF043,Baytown,Home and lifestyle,26.0,3.0,24-11-2020,20:32:00,Credit card,8.0,0.48,78.0
4800,XF007,Arlington,Fashion accessories,48.0,3.0,13-09-2021,18:37:00,Credit card,7.0,0.48,144.0
4801,XF064,Bedford,Home and lifestyle,65.0,2.0,16-12-2020,18:29:00,Credit card,9.0,0.33,130.0
4802,XF080,Nacogdoches,Fashion accessories,34.0,3.0,22-08-2022,16:39:00,Credit card,8.0,0.33,102.0
4803,XF043,Baytown,Home and lifestyle,40.0,2.0,13-09-2020,17:42:00,Credit card,9.0,0.48,80.0
4804,XF019,Pasadena,Fashion accessories,83.0,2.0,08-09-2020,20:35:00,Credit card,5.0,0.48,166.0
4805,XF001,Houston,Home and lifestyle,84.0,1.0,27-10-2020,19:39:00,Credit card,9.0,0.36,84.0
4806,XF078,Del Rio,Fashion accessories,84.0,3.0,28-11-2020,18:15:00,Credit card,4.0,0.33,252.0
4807,XF078,Del Rio,Home and lifestyle,63.0,2.0,05-10-2023,16:36:00,Credit card,4.0,0.33,126.0
4808,XF011,Lubbock,Fashion accessories,31.0,1.0,03-12-2020,18:51:00,Credit card,8.0,0.48,31.0
4809,XF076,Huntsville,Home and lifestyle,26.0,2.0,13-10-2022,17:39:00,Credit card,8.0,0.33,52.0
4810,XF045,Missouri City,Fashion accessories,31.0,2.0,27-09-2020,18:41:00,Credit card,7.0,0.48,62.0
4811,XF042,Bryan,Home and lifestyle,27.0,1.0,31-08-2021,17:58:00,Credit card,6.0,0.48,27.0
4812,XF088,Cleburne,Fashion accessories,50.0,3.0,15-12-2021,18:20:00,Credit card,6.0,0.33,150.0
4813,XF083,Farmers Branch,Home and lifestyle,17.0,3.0,20-08-2020,15:03:00,Credit card,5.0,0.33,51.0
4814,XF043,Baytown,Fashion accessories,80.0,3.0,01-11-2021,15:50:00,Credit card,5.0,0.48,240.0
4815,XF006,El Paso,Home and lifestyle,48.0,1.0,09-12-2021,16:17:00,Credit card,5.0,0.48,48.0
4816,XF060,DeSoto,Fashion accessories,41.0,3.0,10-12-2021,17:17:00,Credit card,9.0,0.33,123.0
4817,XF049,North Richland Hills,Home and lifestyle,69.0,3.0,19-11-2022,17:40:00,Credit card,8.0,0.48,207.0
4818,XF096,Eagle Pass,Fashion accessories,58.0,3.0,30-09-2020,18:48:00,Credit card,6.0,0.18,174.0
4819,XF088,Cleburne,Home and lifestyle,62.0,2.0,31-10-2020,18:15:00,Credit card,7.0,0.33,124.0
4820,XF041,Mission,Fashion accessories,52.0,2.0,04-12-2021,15:35:00,Ewallet,7.0,0.48,104.0
4821,XF019,Pasadena,Home and lifestyle,43.0,3.0,29-10-2021,15:44:00,Credit card,8.0,0.48,129.0
4822,XF090,Brownwood,Fashion accessories,55.0,3.0,07-11-2023,17:39:00,Credit card,5.0,0.33,165.0
4823,XF013,Irving,Home and lifestyle,15.0,3.0,24-09-2021,15:16:00,Credit card,7.0,0.48,45.0
4824,XF002,Dallas,Fashion accessories,42.0,1.0,25-08-2020,20:49:00,Credit card,5.0,0.36,42.0
4825,XF093,Angleton,Home and lifestyle,51.0,3.0,05-09-2021,18:03:00,Credit card,7.0,0.33,153.0
4826,XF067,Haltom City,Fashion accessories,39.0,3.0,29-10-2020,18:11:00,Credit card,7.0,0.33,117.0
4827,XF059,Pflugerville,Home and lifestyle,40.0,2.0,26-09-2021,19:07:00,Credit card,8.0,0.33,80.0
4828,XF059,Pflugerville,Fashion accessories,72.0,3.0,08-08-2020,17:44:00,Credit card,9.0,0.33,216.0
4829,XF027,Abilene,Home and lifestyle,69.0,1.0,05-08-2021,20:27:00,Credit card,6.0,0.48,69.0
4830,XF041,Mission,Fashion accessories,69.0,3.0,13-09-2023,19:25:00,Cash,8.0,0.48,207.0
4831,XF098,Mineral Wells,Home and lifestyle,76.0,1.0,20-12-2022,16:17:00,Credit card,7.0,0.18,76.0
4832,XF005,Fort Worth,Fashion accessories,31.0,1.0,09-10-2022,18:08:00,Credit card,6.0,0.48,31.0
4833,XF022,Mesquite,Home and lifestyle,16.0,1.0,21-10-2021,15:29:00,Credit card,8.0,0.48,16.0
4834,XF039,Longview,Fashion accessories,61.0,3.0,16-11-2023,18:31:00,Credit card,9.0,0.48,183.0
4835,XF017,McKinney,Home and lifestyle,71.0,3.0,30-08-2021,19:06:00,Credit card,6.0,0.48,213.0
4836,XF092,Lake Jackson,Fashion accessories,39.0,2.0,24-09-2021,17:56:00,Credit card,6.0,0.33,78.0
4837,XF010,Laredo,Home and lifestyle,57.0,1.0,19-11-2020,17:05:00,Credit card,5.0,0.48,57.0
4838,XF081,Friendswood,Fashion accessories,78.0,3.0,25-09-2020,15:57:00,Credit card,6.0,0.33,234.0
4839,XF095,Big Spring,Home and lifestyle,72.0,2.0,20-09-2022,20:12:00,Credit card,7.0,0.33,144.0
4840,XF053,Conroe,Fashion accessories,76.0,1.0,22-10-2023,19:38:00,Credit card,4.0,0.21,76.0
4841,XF021,McAllen,Home and lifestyle,27.0,1.0,22-11-2023,17:21:00,Credit card,4.0,0.48,27.0
4842,XF016,Brownsville,Fashion accessories,81.0,2.0,24-09-2022,15:17:00,Credit card,9.0,0.48,162.0
4843,XF052,Mansfield,Home and lifestyle,33.0,3.0,08-09-2021,18:58:00,Credit card,5.0,0.57,99.0
4844,XF023,Midland,Fashion accessories,37.0,3.0,21-09-2022,20:55:00,Credit card,6.0,0.48,111.0
4845,XF052,Mansfield,Home and lifestyle,28.0,1.0,15-09-2023,18:46:00,Credit card,7.0,0.57,28.0
4846,XF095,Big Spring,Fashion accessories,34.0,1.0,24-10-2021,20:40:00,Credit card,7.0,0.33,34.0
4847,XF069,Rockwall,Home and lifestyle,54.0,3.0,23-12-2022,15:53:00,Credit card,8.0,0.33,162.0
4848,XF005,Fort Worth,Fashion accessories,48.0,2.0,16-09-2021,20:30:00,Credit card,4.0,0.48,96.0
4849,XF068,Burleson,Home and lifestyle,53.0,3.0,15-09-2021,15:19:00,Credit card,8.0,0.33,159.0
4850,XF068,Burleson,Fashion accessories,54.0,3.0,15-10-2022,19:32:00,Credit card,9.0,0.33,162.0
4851,XF002,Dallas,Home and lifestyle,62.0,2.0,10-12-2021,18:11:00,Credit card,4.0,0.36,124.0
4852,XF059,Pflugerville,Fashion accessories,27.0,2.0,29-12-2023,16:05:00,Credit card,9.0,0.33,54.0
4853,XF016,Brownsville,Home and lifestyle,33.0,3.0,27-10-2022,19:55:00,Credit card,9.0,0.48,99.0
4854,XF005,Fort Worth,Fashion accessories,76.0,1.0,02-11-2020,15:43:00,Credit card,8.0,0.48,76.0
4855,XF091,Little Elm,Home and lifestyle,85.0,1.0,31-08-2022,15:02:00,Credit card,8.0,0.33,85.0
4856,XF011,Lubbock,Fashion accessories,75.0,2.0,29-12-2023,19:56:00,Credit card,8.0,0.48,150.0
4857,XF062,Galveston,Home and lifestyle,22.0,3.0,15-10-2021,17:19:00,Credit card,8.0,0.33,66.0
4858,XF042,Bryan,Fashion accessories,77.0,2.0,02-09-2020,19:10:00,Credit card,6.0,0.48,154.0
4859,XF088,Cleburne,Home and lifestyle,29.0,1.0,14-12-2023,17:12:00,Credit card,5.0,0.33,29.0
4860,XF097,Alice,Fashion accessories,82.0,1.0,14-10-2020,16:30:00,Credit card,7.0,0.18,82.0
4861,XF008,Corpus Christi,Home and lifestyle,84.0,3.0,13-09-2023,19:47:00,Credit card,4.0,0.48,252.0
4862,XF022,Mesquite,Fashion accessories,57.0,1.0,09-10-2021,17:08:00,Credit card,6.0,0.48,57.0
4863,XF013,Irving,Home and lifestyle,72.0,2.0,27-10-2023,17:54:00,Credit card,8.0,0.48,144.0
4864,XF069,Rockwall,Fashion accessories,45.0,1.0,26-09-2021,16:44:00,Credit card,5.0,0.33,45.0
4865,XF088,Cleburne,Home and lifestyle,30.0,3.0,12-08-2020,16:44:00,Credit card,8.0,0.33,90.0
4866,XF001,Houston,Fashion accessories,75.0,2.0,18-09-2023,16:01:00,Credit card,9.0,0.36,150.0
4867,XF013,Irving,Home and lifestyle,69.0,2.0,07-09-2021,18:13:00,Credit card,4.0,0.48,138.0
4868,XF030,Richardson,Fashion accessories,32.0,3.0,29-08-2021,20:55:00,Credit card,4.0,0.48,96.0
4869,XF091,Little Elm,Home and lifestyle,28.0,3.0,23-09-2020,18:10:00,Credit card,4.0,0.33,84.0
4870,XF011,Lubbock,Fashion accessories,63.0,2.0,01-11-2023,20:54:00,Credit card,4.0,0.48,126.0
4871,XF043,Baytown,Home and lifestyle,31.0,1.0,01-10-2021,15:03:00,Credit card,4.0,0.48,31.0
4872,XF096,Eagle Pass,Fashion accessories,39.0,3.0,26-12-2022,17:06:00,Credit card,7.0,0.18,117.0
4873,XF097,Alice,Home and lifestyle,73.0,2.0,28-08-2020,15:35:00,Credit card,6.0,0.18,146.0
4874,XF083,Farmers Branch,Fashion accessories,15.0,1.0,29-08-2021,15:27:00,Credit card,7.0,0.33,15.0
4875,XF094,Alamo,Home and lifestyle,22.0,2.0,22-12-2023,19:39:00,Credit card,5.0,0.33,44.0
4876,XF014,Amarillo,Fashion accessories,55.0,2.0,26-09-2023,17:57:00,Credit card,6.0,0.48,110.0
4877,XF043,Baytown,Home and lifestyle,33.0,2.0,26-11-2020,20:09:00,Credit card,8.0,0.48,66.0
4878,XF020,Killeen,Fashion accessories,31.0,2.0,10-08-2023,16:09:00,Credit card,7.0,0.48,62.0
4879,XF068,Burleson,Home and lifestyle,36.0,2.0,06-08-2023,20:30:00,Credit card,9.0,0.33,72.0
4880,XF001,Houston,Fashion accessories,47.0,1.0,06-10-2021,17:51:00,Credit card,9.0,0.36,47.0
4881,XF022,Mesquite,Home and lifestyle,17.0,1.0,28-12-2022,15:26:00,Credit card,4.0,0.48,17.0
4882,XF039,Longview,Fashion accessories,17.0,3.0,29-09-2022,15:29:00,Credit card,7.0,0.48,51.0
4883,XF064,Bedford,Home and lifestyle,15.0,3.0,18-08-2022,17:53:00,Credit card,8.0,0.33,45.0
4884,XF012,Garland,Fashion accessories,19.0,2.0,21-12-2023,20:35:00,Credit card,7.0,0.48,38.0
4885,XF049,North Richland Hills,Home and lifestyle,62.0,1.0,19-08-2022,20:09:00,Credit card,5.0,0.48,62.0
4886,XF015,Grand Prairie,Fashion accessories,65.0,3.0,10-12-2022,17:47:00,Credit card,5.0,0.48,195.0
4887,XF097,Alice,Home and lifestyle,23.0,1.0,24-12-2020,16:31:00,Credit card,5.0,0.18,23.0
4888,XF053,Conroe,Fashion accessories,79.0,3.0,24-09-2021,18:24:00,Credit card,7.0,0.21,237.0
4889,XF008,Corpus Christi,Home and lifestyle,20.0,3.0,10-08-2023,17:02:00,Credit card,4.0,0.48,60.0
4890,XF092,Lake Jackson,Fashion accessories,34.0,2.0,31-12-2022,18:04:00,Credit card,9.0,0.33,68.0
4891,XF090,Brownwood,Home and lifestyle,85.0,1.0,11-11-2021,20:56:00,Credit card,7.0,0.33,85.0
4892,XF044,Pharr,Fashion accessories,15.0,1.0,07-10-2020,20:49:00,Credit card,4.0,0.48,15.0
4893,XF009,Plano,Home and lifestyle,71.0,2.0,16-08-2020,16:29:00,Credit card,6.0,0.48,142.0
4894,XF014,Amarillo,Fashion accessories,69.0,1.0,01-12-2021,15:45:00,Credit card,8.0,0.48,69.0
4895,XF094,Alamo,Home and lifestyle,30.0,3.0,17-11-2021,18:20:00,Credit card,9.0,0.33,90.0
4896,XF015,Grand Prairie,Fashion accessories,40.0,3.0,22-12-2021,20:27:00,Credit card,5.0,0.48,120.0
4897,XF079,La Porte,Home and lifestyle,15.0,1.0,18-09-2022,16:20:00,Credit card,4.0,0.33,15.0
4898,XF097,Alice,Fashion accessories,21.0,2.0,06-12-2022,20:40:00,Credit card,5.0,0.18,42.0
4899,XF037,League City,Home and lifestyle,22.0,3.0,30-09-2022,20:03:00,Credit card,9.0,0.48,66.0
4900,XF062,Galveston,Fashion accessories,43.0,2.0,01-12-2020,16:31:00,Credit card,5.0,0.33,86.0
4901,XF019,Pasadena,Home and lifestyle,18.0,2.0,11-11-2020,18:23:00,Credit card,8.0,0.48,36.0
4902,XF016,Brownsville,Fashion accessories,70.0,1.0,01-08-2023,20:08:00,Credit card,6.0,0.48,70.0
4903,XF027,Abilene,Home and lifestyle,54.0,3.0,02-09-2021,18:13:00,Credit card,5.0,0.48,162.0
4904,XF041,Mission,Fashion accessories,81.0,2.0,20-08-2021,18:25:00,Cash,7.0,0.48,162.0
4905,XF036,Allen,Home and lifestyle,58.0,1.0,09-12-2022,18:27:00,Credit card,4.0,0.48,58.0
4906,XF061,Cedar Park,Fashion accessories,41.0,2.0,29-11-2023,20:41:00,Credit card,4.0,0.33,82.0
4907,XF002,Dallas,Home and lifestyle,69.0,3.0,27-08-2021,17:16:00,Credit card,5.0,0.36,207.0
4908,XF095,Big Spring,Fashion accessories,74.0,1.0,02-09-2022,18:56:00,Credit card,7.0,0.33,74.0
4909,XF001,Houston,Home and lifestyle,33.0,1.0,24-12-2020,15:03:00,Credit card,6.0,0.36,33.0
4910,XF057,Euless,Fashion accessories,68.0,2.0,23-12-2023,18:36:00,Credit card,4.0,0.33,136.0
4911,XF096,Eagle Pass,Home and lifestyle,48.0,1.0,02-12-2022,18:48:00,Credit card,9.0,0.18,48.0
4912,XF015,Grand Prairie,Fashion accessories,15.0,3.0,01-09-2021,17:27:00,Credit card,9.0,0.48,45.0
